P62259 Q7Z406 29.6462
Q04917 P31946 355.91
Q04917 Q9CQV8 357.066
Q04917 P62258 300.827
Q04917 P62259 300.827
Q04917 Q04917 482.256
Q04917 P68510 479.174
Q04917 P61981 426.017
Q04917 P61982 426.017
Q04917 P31947 313.538
Q04917 O70456 314.309
Q04917 P27348 340.117
Q04917 P68254 341.273
Q04917 P63104 355.91
Q04917 P63101 355.525
Q04917 Q2M243 31.187
Q04917 O15078 31.187
Q04917 Q8BI22 29.6462
Q04917 P49025 30.0314
Q04917 Q8BL66 31.5722
Q04917 P58107 31.187
Q04917 Q8R0W0 29.6462
Q04917 Q14789 32.3426
Q04917 P11137 30.4166
Q04917 P20357 29.6462
Q04917 Q8IUG5 33.113
Q04917 P12883 30.0314
Q04917 Q7Z6B7 30.4166
Q04917 Q9Y6A5 32.3426
Q04917 Q7L7X3 38.1206
Q04917 Q5F2E8 37.7354
Q04917 Q9H2K8 41.5874
Q04917 Q8BYC6 43.1282
Q04917 Q3UKC1 31.5722
Q04917 P57746 29.6462
Q04917 Q92618 29.6462
P68510 P31946 354.755
P68510 Q9CQV8 355.91
P68510 P62258 299.286
P68510 P62259 299.286
P68510 Q04917 479.174
P68510 P68510 483.411
P68510 P61981 427.943
P68510 P61982 427.943
P68510 P31947 312.768
P68510 O70456 313.538
P68510 P27348 338.961
P68510 P68254 340.117
P68510 P63104 353.984
P68510 P63101 353.599
P68510 Q2M243 32.7278
P68510 Q8WWL7 29.6462
P68510 O15078 30.4166
P68510 P49025 30.8018
P68510 Q8BL66 30.8018
P68510 P58107 30.8018
P68510 Q13439 30.4166
P68510 Q14789 32.7278
P68510 P11137 30.4166
P68510 P20357 29.6462
P68510 Q7TT50 30.8018
P68510 Q8IUG5 33.113
P68510 P12883 29.6462
P68510 Q7Z6B7 29.6462
P68510 Q9Y6A5 31.187
P68510 Q7L7X3 38.5058
P68510 Q5F2E8 38.1206
P68510 Q9H2K8 41.2022
P68510 Q8BYC6 42.743
P68510 Q3UKC1 31.5722
P68510 P57746 29.6462
P68510 Q6VNB8 29.6462
P68510 Q92618 29.6462
P61981 P31946 360.147
P61981 Q9CQV8 361.303
P61981 P62258 306.605
P61981 P62259 306.605
P61981 Q04917 426.017
P61981 P68510 427.943
P61981 P61981 466.848
P61981 P61982 466.848
P61981 P31947 313.153
P61981 O70456 318.931
P61981 P27348 332.413
P61981 P68254 333.569
P61981 P63104 350.132
P61981 P63101 349.747
P61981 P58107 31.5722
P61981 Q8R0W0 33.4982
P61981 O15111 29.6462
P61981 Q7TT50 32.3426
P61981 Q8IUG5 32.7278
P61981 P46934 30.4166
P61981 Q9ULC3 29.6462
P61981 P35288 31.5722
P61981 Q8IUD2 29.6462
P61981 Q99MI1 30.0314
P61982 P31946 360.147
P61982 Q9CQV8 361.303
P61982 P62258 306.605
P61982 P62259 306.605
P61982 Q04917 426.017
P61982 P68510 427.943
P61982 P61981 466.848
P61982 P61982 466.848
P61982 P31947 313.153
P61982 O70456 318.931
P61982 P27348 332.413
P61982 P68254 333.569
P61982 P63104 350.132
P61982 P63101 349.747
P61982 P58107 31.5722
P61982 Q8R0W0 33.4982
P61982 O15111 29.6462
P61982 Q7TT50 32.3426
P61982 Q8IUG5 32.7278
P61982 P46934 30.4166
P61982 Q9ULC3 29.6462
P61982 P35288 31.5722
P61982 Q8IUD2 29.6462
P61982 Q99MI1 30.0314
P31947 P31946 328.176
P31947 Q9CQV8 328.176
P31947 P62258 294.664
P31947 P62259 294.664
P31947 Q04917 313.538
P31947 P68510 312.768
P31947 P61981 313.153
P31947 P61982 313.153
P31947 P31947 459.529
P31947 O70456 471.855
P31947 P27348 329.331
P31947 P68254 327.791
P31947 P63104 335.495
P31947 P63101 333.569
P31947 P35240 35.4242
P31947 P46662 35.4242
P31947 Q8CFC2 33.8834
P31947 Q6PR54 31.187
P31947 Q96T23 30.0314
P31947 Q92543 30.0314
P31947 P02549 36.1946
P31947 P08032 30.0314
O70456 P31946 326.25
O70456 Q9CQV8 326.25
O70456 P62258 295.049
O70456 P62259 295.049
O70456 Q04917 314.309
O70456 P68510 313.538
O70456 P61981 318.931
O70456 P61982 318.931
O70456 P31947 471.855
O70456 O70456 488.804
O70456 P27348 341.273
O70456 P68254 339.732
O70456 P63104 342.813
O70456 P63101 340.887
O70456 Q6TFL3 30.0314
O70456 P35240 31.5722
O70456 P46662 31.5722
O70456 Q8CFC2 31.9574
O70456 Q6PR54 30.0314
O70456 Q92543 30.4166
O70456 P02549 33.113
O70456 Q9BY12 35.4242
P27348 P31946 398.667
P27348 Q9CQV8 394.045
P27348 P62258 308.145
P27348 P62259 308.145
P27348 Q04917 340.117
P27348 P68510 338.961
P27348 P61981 332.413
P27348 P61982 332.413
P27348 P31947 329.331
P27348 O70456 341.273
P27348 P27348 452.595
P27348 P68254 451.055
P27348 P63104 383.259
P27348 P63101 386.341
P27348 Q8N8E3 29.6462
P27348 Q5PR68 31.187
P27348 Q8WWL7 30.8018
P27348 P58107 35.8094
P27348 Q8R0W0 32.3426
P27348 P02469 31.187
P27348 Q9C0E8 29.6462
P27348 P35240 30.4166
P27348 P46662 30.4166
P27348 P30622 30.8018
P27348 P06753 34.2686
P27348 P21107 34.2686
P27348 Q9BWF2 30.4166
P68254 P31946 398.667
P68254 Q9CQV8 394.045
P68254 P62258 309.301
P68254 P62259 309.301
P68254 Q04917 341.273
P68254 P68510 340.117
P68254 P61981 333.569
P68254 P61982 333.569
P68254 P31947 327.791
P68254 O70456 339.732
P68254 P27348 451.055
P68254 P68254 452.21
P68254 P63104 381.719
P68254 P63101 384.8
P68254 Q8N8E3 29.6462
P68254 Q5PR68 31.187
P68254 Q8WWL7 30.8018
P68254 P58107 35.8094
P68254 Q8R0W0 32.3426
P68254 P02469 31.187
P68254 Q9C0E8 29.6462
P68254 P35240 31.5722
P68254 P46662 31.5722
P68254 P30622 31.5722
P68254 P06753 34.2686
P68254 P21107 34.2686
P68254 Q9BWF2 30.4166
P63104 P31946 421.779
P63104 Q9CQV8 418.313
P63104 P62258 324.709
P63104 P62259 324.709
P63104 Q04917 355.91
P63104 P68510 353.984
P63104 P61981 350.132
P63104 P61982 350.132
P63104 P31947 335.495
P63104 O70456 342.813
P63104 P27348 383.259
P63104 P68254 381.719
P63104 P63104 455.292
P63104 P63101 453.366
P63104 Q99JG3 31.9574
P63104 Q9UFE4 30.0314
P63104 Q5PR68 30.0314
P63104 Q5TZA2 32.3426
P63104 Q8CJ40 33.113
P63104 P58107 31.187
P63104 Q8R0W0 31.187
P63104 P07942 29.6462
P63104 P02469 31.9574
P63104 P35240 30.8018
P63104 P46662 30.8018
P63104 P35579 29.6462
P63104 O95613 29.6462
P63104 Q920F6 29.6462
P63104 Q9Y6A5 29.6462
P63101 P31946 424.861
P63101 Q9CQV8 416.387
P63101 P62258 323.939
P63101 P62259 323.939
P63101 Q04917 355.525
P63101 P68510 353.599
P63101 P61981 349.747
P63101 P61982 349.747
P63101 P31947 333.569
P63101 O70456 340.887
P63101 P27348 386.341
P63101 P68254 384.8
P63101 P63104 453.366
P63101 P63101 456.447
P63101 Q99JG3 30.0314
P63101 Q9UFE4 30.0314
P63101 Q5PR68 29.6462
P63101 Q5TZA2 32.3426
P63101 Q8CJ40 33.113
P63101 P58107 31.187
P63101 Q8R0W0 31.187
P63101 P07942 29.6462
P63101 P02469 31.9574
P63101 P35240 30.0314
P63101 P46662 30.0314
P63101 O95613 29.6462
P63101 Q13017 29.6462
P63101 Q9Y6A5 29.6462
O43716 O43716 275.404
P30443 P30443 663.685
P30443 P01892 597.43
P30443 P04439 632.484
P30443 P13746 644.04
P30443 P30447 595.119
P30443 P05534 604.364
P30443 P18462 603.979
P30443 P30450 620.928
P30443 P30512 604.364
P30443 P16188 613.224
P30443 P16189 606.675
P30443 P10314 599.356
P30443 P16190 604.364
P30443 P30453 608.601
P30443 P30455 656.751
P30443 P30456 620.542
P30443 P30457 614.379
P30443 P01891 605.905
P30443 P10316 597.43
P30443 P30459 607.446
P30443 Q09160 618.231
P30443 P01889 556.984
P30443 P30460 551.977
P30443 P30461 546.199
P30443 P30462 555.444
P30443 P30464 550.821
P30443 P30466 545.043
P30443 P03989 560.451
P30443 P30685 546.969
P30443 P18463 546.584
P30443 Q95365 546.199
P30443 P30475 555.829
P30443 Q04826 556.214
P30443 P30479 541.962
P30443 P30480 557.37
P30443 P30481 550.436
P30443 P30483 543.117
P30443 P30484 555.058
P30443 P30485 550.436
P30443 P30486 544.658
P30443 P30487 535.798
P30443 P30488 541.962
P30443 P18464 539.65
P30443 P30490 541.191
P30443 P30491 540.806
P30443 P30492 550.436
P30443 P30493 550.821
P30443 P30495 550.821
P30443 P18465 568.155
P30443 P10319 549.28
P30443 Q29940 540.806
P30443 Q29836 556.984
P30443 Q31612 547.74
P30443 P30498 549.28
P30443 Q31610 562.762
P30443 Q29718 547.354
P30443 P30499 536.569
P30443 P30501 532.717
P30443 P04222 546.584
P30443 P30504 548.125
P30443 Q9TNN7 549.666
P30443 Q29963 550.436
P30443 P10321 533.872
P30443 P30505 545.814
P30443 P30508 549.28
P30443 P30510 548.895
P30443 Q07000 548.51
P30443 Q29960 543.117
P30443 Q95604 525.013
P30443 Q29865 545.043
P30443 P04229 60.4622
P30443 P13760 61.2326
P30443 P13761 58.151
P30443 Q30134 62.3882
P30443 Q9TQE0 57.3806
P30443 Q30167 54.6842
P30443 P20039 61.6178
P30443 P79483 54.6842
P30443 P01913 56.225
P30443 P28068 71.633
P30443 P35737 67.0106
P30443 P06340 48.521
P30443 P13765 53.9138
P30443 P01903 51.9878
P30443 P61769 44.2838
P30443 P01887 42.3578
P30443 Q13410 36.965
P30443 P06126 77.411
P30443 P29016 56.6102
P30443 P29017 57.3806
P30443 P11609 70.4774
P30443 P11610 63.5438
P30443 P15813 64.6994
P30443 P15812 52.373
P30443 Q8BMB0 30.0314
P30443 Q9UNN8 29.6462
P30443 Q5JZY3 30.4166
P30443 P55899 125.176
P30443 Q61559 148.288
P30443 P03987 37.3502
P30443 P22436 36.5798
P30443 P01863 35.8094
P30443 P01864 38.5058
P30443 P01865 35.8094
P30443 P01867 39.2762
P30443 P01866 37.7354
P30443 O08795 29.6462
P30443 P01898 455.677
P30443 P01899 457.603
P30443 P01900 448.743
P30443 P14426 433.721
P30443 P14427 449.514
P30443 P06339 435.261
P30443 P14429 429.869
P30443 P14430 421.779
P30443 P01901 433.721
P30443 P01902 437.573
P30443 P04223 414.075
P30443 P01897 467.233
P30443 P14432 411.764
P30443 P14433 421.009
P30443 P03991 434.491
P30443 P01908 43.8986
P30443 P01904 49.6766
P30443 P04226 43.8986
P30443 P04224 50.0618
P30443 P01909 46.2098
P30443 P01907 44.669
P30443 P01906 43.8986
P30443 P05536 46.2098
P30443 P14434 41.9726
P30443 P04228 43.5134
P30443 P14435 43.5134
P30443 P01910 42.743
P30443 P20036 50.447
P30443 P14436 43.5134
P30443 P14437 43.5134
P30443 P01918 60.4622
P30443 P04230 51.6026
P30443 P01919 61.6178
P30443 P01915 52.373
P30443 P05537 59.3066
P30443 P01920 58.9214
P30443 P20040 53.9138
P30443 P03992 57.3806
P30443 P14483 70.0922
P30443 P01912 55.0694
P30443 P01914 57.7658
P30443 P01921 72.0182
P30443 P18468 51.2174
P30443 P18469 54.299
P30443 P13762 60.077
P30443 P06343 69.707
P30443 P04440 68.5514
P30443 P13763 69.707
P30443 P06342 70.4774
P30443 P06345 70.4774
P30443 P06344 66.2402
P30443 P05538 59.3066
P30443 Q30201 197.208
P30443 P70387 183.341
P30443 P13747 503.056
P30443 P30511 514.612
P30443 P17693 535.413
P30443 P01893 564.303
P30443 P01869 35.4242
P30443 P01876 33.8834
P30443 P01877 33.8834
P30443 P01878 39.6614
P30443 P01882 41.5874
P30443 P01880 36.5798
P30443 P01881 40.0466
P30443 P01854 33.113
P30443 P06336 39.2762
P30443 P01857 40.4318
P30443 P01868 35.4242
P30443 P01859 40.817
P30443 P01860 40.4318
P30443 P01861 39.6614
P30443 P15814 42.3578
P30443 P20764 35.4242
P30443 P01834 38.5058
P30443 P01837 34.2686
P30443 P01843 41.5874
P30443 P01844 35.8094
P30443 P01845 33.8834
P30443 P01842 34.2686
P30443 Q8K2I4 31.187
P30443 P04220 41.2022
P30443 P01873 39.2762
P30443 P01871 42.3578
P30443 P01872 40.817
P30443 Q9BZM6 41.2022
P30443 Q9BZM5 43.5134
P30443 Q9BZM4 63.1586
P30443 P13591 31.187
P30443 P13592 31.187
P30443 Q92859 30.4166
P30443 P32507 31.187
P30443 Q6H3X3 38.1206
P30443 P78324 46.9802
P30443 P97797 41.9726
P30443 O00241 41.9726
P30443 Q9P1W8 40.4318
P30443 P01852 33.113
P30443 P01851 31.9574
P30443 P01850 30.8018
P30443 Q9BX59 38.1206
P30443 Q8VD31 41.9726
P30443 P25311 194.897
P30443 Q64726 177.178
P01892 P30443 597.43
P01892 P01892 666.766
P01892 P04439 616.305
P01892 P13746 608.216
P01892 P30447 595.89
P01892 P05534 601.668
P01892 P18462 602.438
P01892 P30450 616.69
P01892 P30512 613.994
P01892 P16188 603.979
P01892 P16189 617.846
P01892 P10314 606.29
P01892 P16190 617.076
P01892 P30453 620.157
P01892 P30455 605.905
P01892 P30456 616.69
P01892 P30457 617.076
P01892 P01891 633.639
P01892 P10316 652.129
P01892 P30459 618.616
P01892 Q09160 592.423
P01892 P01889 546.199
P01892 P30460 547.74
P01892 P30461 545.043
P01892 P30462 550.436
P01892 P30464 546.199
P01892 P30466 546.199
P01892 P03989 556.214
P01892 P30685 546.969
P01892 P18463 550.051
P01892 Q95365 547.74
P01892 P30475 554.288
P01892 Q04826 557.755
P01892 P30479 545.428
P01892 P30480 553.518
P01892 P30481 537.339
P01892 P30483 535.413
P01892 P30484 550.051
P01892 P30485 552.362
P01892 P30486 545.428
P01892 P30487 533.872
P01892 P30488 541.576
P01892 P18464 538.11
P01892 P30490 539.65
P01892 P30491 539.265
P01892 P30492 546.584
P01892 P30493 545.043
P01892 P30495 545.043
P01892 P18465 561.222
P01892 P10319 548.51
P01892 Q29940 539.65
P01892 Q29836 555.444
P01892 Q31612 543.502
P01892 P30498 544.658
P01892 Q31610 558.91
P01892 Q29718 535.028
P01892 P30499 540.806
P01892 P30501 534.258
P01892 P04222 555.444
P01892 P30504 545.428
P01892 Q9TNN7 552.362
P01892 Q29963 544.658
P01892 P10321 532.717
P01892 P30505 555.444
P01892 P30508 553.518
P01892 P30510 546.969
P01892 Q07000 550.821
P01892 Q29960 545.428
P01892 Q95604 529.635
P01892 Q29865 542.732
P01892 P04229 57.3806
P01892 P13760 60.8474
P01892 P13761 56.6102
P01892 Q30134 60.8474
P01892 Q9TQE0 57.3806
P01892 Q30167 51.2174
P01892 P20039 60.077
P01892 P79483 54.299
P01892 P01913 54.299
P01892 P28068 68.9366
P01892 P35737 62.7734
P01892 P06340 48.521
P01892 P13765 50.8322
P01892 P01903 50.0618
P01892 P61769 43.1282
P01892 P01887 39.2762
P01892 Q13410 34.2686
P01892 P06126 77.0258
P01892 P29016 59.6918
P01892 P29017 60.4622
P01892 P11609 60.4622
P01892 P11610 58.5362
P01892 P15813 57.7658
P01892 P15812 53.1434
P01892 Q9UKG1 30.4166
P01892 Q9UNN8 31.187
P01892 P55899 118.242
P01892 Q61559 145.206
P01892 P03987 36.5798
P01892 P22436 36.5798
P01892 P01863 32.7278
P01892 P01864 34.6538
P01892 P01865 32.7278
P01892 P01867 34.6538
P01892 P01866 34.2686
P01892 P01898 457.603
P01892 P01899 471.085
P01892 P01900 455.292
P01892 P14426 456.447
P01892 P14427 456.062
P01892 P06339 425.246
P01892 P14429 422.165
P01892 P14430 425.631
P01892 P01901 456.062
P01892 P01902 447.973
P01892 P04223 441.425
P01892 P01897 468.389
P01892 P14432 393.66
P01892 P14433 404.06
P01892 P03991 448.358
P01892 P01908 47.7506
P01892 P01904 50.0618
P01892 P04226 47.7506
P01892 P04224 50.447
P01892 P01909 49.6766
P01892 P01907 48.1358
P01892 P01906 46.9802
P01892 P05536 49.6766
P01892 P14434 44.669
P01892 P04228 46.2098
P01892 P14435 46.2098
P01892 P01910 45.4394
P01892 P20036 49.6766
P01892 P14436 46.2098
P01892 P14437 46.2098
P01892 P01918 65.4698
P01892 P04230 56.225
P01892 P01919 67.3958
P01892 P01915 58.151
P01892 P05537 68.5514
P01892 P01920 68.1662
P01892 P20040 56.225
P01892 P03992 64.6994
P01892 P14483 79.7221
P01892 P01912 54.6842
P01892 P01914 54.299
P01892 P01921 80.4925
P01892 P18468 51.9878
P01892 P18469 56.9954
P01892 P13762 58.9214
P01892 P06343 77.0258
P01892 P04440 71.633
P01892 P13763 73.1738
P01892 P06342 82.4185
P01892 P06345 79.7221
P01892 P06344 74.3294
P01892 P05538 67.781
P01892 Q30201 209.534
P01892 P70387 194.897
P01892 P13747 504.982
P01892 P30511 504.982
P01892 P17693 538.88
P01892 P01893 545.814
P01892 P01869 33.4982
P01892 P01878 33.4982
P01892 P01880 35.039
P01892 P01854 30.8018
P01892 P06336 39.6614
P01892 P01857 37.7354
P01892 P01868 33.4982
P01892 P01859 37.7354
P01892 P01860 37.3502
P01892 P01861 37.3502
P01892 P15814 42.743
P01892 P20764 37.3502
P01892 P01834 38.1206
P01892 P01837 33.4982
P01892 P01843 41.5874
P01892 P01844 36.1946
P01892 P01845 34.6538
P01892 P01842 34.6538
P01892 P04220 38.1206
P01892 P01873 35.8094
P01892 P01871 38.1206
P01892 P01872 37.7354
P01892 Q9BZM6 43.1282
P01892 Q9BZM5 48.9062
P01892 Q9BZM4 62.3882
P01892 Q8TD07 38.891
P01892 Q64028 31.9574
P01892 Q64455 29.6462
P01892 Q6H3X3 43.8986
P01892 Q99PL5 30.0314
P01892 P78324 42.743
P01892 P97797 38.891
P01892 O00241 36.5798
P01892 Q9P1W8 35.8094
P01892 Q13472 30.4166
P01892 Q9BX59 36.1946
P01892 Q8VD31 39.6614
P01892 P25311 189.119
P01892 Q64726 177.563
P04439 P30443 632.484
P04439 P01892 616.305
P04439 P04439 662.144
P04439 P13746 648.277
P04439 P30447 597.43
P04439 P05534 603.208
P04439 P18462 604.749
P04439 P30450 619.002
P04439 P30512 621.313
P04439 P16188 637.876
P04439 P16189 625.55
P04439 P10314 608.986
P04439 P16190 623.239
P04439 P30453 623.239
P04439 P30455 640.958
P04439 P30456 618.616
P04439 P30457 624.394
P04439 P01891 627.861
P04439 P10316 621.313
P04439 P30459 621.313
P04439 Q09160 612.453
P04439 P01889 565.844
P04439 P30460 559.681
P04439 P30461 552.747
P04439 P30462 569.696
P04439 P30464 560.836
P04439 P30466 555.829
P04439 P03989 572.392
P04439 P30685 555.829
P04439 P18463 556.599
P04439 Q95365 554.288
P04439 P30475 565.459
P04439 Q04826 564.303
P04439 P30479 549.666
P04439 P30480 567.77
P04439 P30481 548.51
P04439 P30483 542.732
P04439 P30484 569.696
P04439 P30485 560.836
P04439 P30486 552.747
P04439 P30487 546.199
P04439 P30488 553.903
P04439 P18464 550.051
P04439 P30490 551.592
P04439 P30491 548.125
P04439 P30492 563.918
P04439 P30493 567.385
P04439 P30495 562.377
P04439 P18465 575.089
P04439 P10319 556.214
P04439 Q29940 550.051
P04439 Q29836 568.926
P04439 Q31612 553.903
P04439 P30498 561.222
P04439 Q31610 573.548
P04439 Q29718 549.666
P04439 P30499 550.051
P04439 P30501 545.043
P04439 P04222 563.148
P04439 P30504 554.673
P04439 Q9TNN7 561.607
P04439 Q29963 560.066
P04439 P10321 542.732
P04439 P30505 561.607
P04439 P30508 565.844
P04439 P30510 562.377
P04439 Q07000 565.459
P04439 Q29960 553.903
P04439 Q95604 539.265
P04439 Q29865 551.592
P04439 P04229 63.5438
P04439 P13760 64.3142
P04439 P13761 60.8474
P04439 Q30134 64.6994
P04439 Q9TQE0 61.2326
P04439 Q30167 57.7658
P04439 P20039 63.929
P04439 P79483 57.3806
P04439 P01913 58.9214
P04439 P28068 71.633
P04439 P35737 67.0106
P04439 P06340 48.521
P04439 P13765 56.225
P04439 P01903 51.9878
P04439 P61769 44.2838
P04439 P01887 42.3578
P04439 Q13410 36.965
P04439 P06126 86.6557
P04439 P29016 61.2326
P04439 P29017 63.1586
P04439 P11609 67.781
P04439 P11610 62.003
P04439 P15813 68.1662
P04439 P15812 60.077
P04439 Q8BMB0 30.0314
P04439 Q9UNN8 33.113
P04439 Q5JZY3 30.4166
P04439 P55899 120.553
P04439 Q61559 149.443
P04439 P03987 37.3502
P04439 P22436 36.5798
P04439 P01863 35.8094
P04439 P01864 38.5058
P04439 P01865 35.8094
P04439 P01867 39.2762
P04439 P01866 37.7354
P04439 P01898 466.463
P04439 P01899 470.315
P04439 P01900 460.685
P04439 P14426 448.358
P04439 P14427 460.299
P04439 P06339 437.958
P04439 P14429 431.409
P04439 P14430 424.091
P04439 P01901 455.677
P04439 P01902 452.595
P04439 P04223 428.328
P04439 P01897 478.789
P04439 P14432 405.216
P04439 P14433 414.461
P04439 P03991 445.277
P04439 P01908 43.8986
P04439 P01904 49.6766
P04439 P04226 43.8986
P04439 P04224 50.0618
P04439 P01909 46.2098
P04439 P01907 44.669
P04439 P01906 43.8986
P04439 P05536 46.2098
P04439 P14434 41.9726
P04439 P04228 43.5134
P04439 P14435 43.5134
P04439 P01910 42.743
P04439 P20036 50.0618
P04439 P14436 43.5134
P04439 P14437 43.5134
P04439 P01918 64.6994
P04439 P04230 56.6102
P04439 P01919 67.3958
P04439 P01915 57.3806
P04439 P05537 65.855
P04439 P01920 65.4698
P04439 P20040 56.9954
P04439 P03992 63.1586
P04439 P14483 77.411
P04439 P01912 56.9954
P04439 P01914 60.8474
P04439 P01921 77.411
P04439 P18468 54.6842
P04439 P18469 59.3066
P04439 P13762 62.003
P04439 P06343 73.9442
P04439 P04440 71.633
P04439 P13763 73.1738
P04439 P06342 76.6406
P04439 P06345 75.0998
P04439 P06344 70.8626
P04439 P05538 62.3882
P04439 Q30201 201.445
P04439 P70387 189.119
P04439 P13747 515.383
P04439 P30511 518.464
P04439 P17693 543.888
P04439 P01893 564.688
P04439 P01869 35.4242
P04439 P01876 33.8834
P04439 P01877 33.8834
P04439 P01878 39.6614
P04439 P01882 41.5874
P04439 P01880 36.5798
P04439 P01881 40.0466
P04439 P01854 33.113
P04439 P06336 39.2762
P04439 P01857 40.4318
P04439 P01868 35.4242
P04439 P01859 40.817
P04439 P01860 40.4318
P04439 P01861 39.6614
P04439 P15814 42.3578
P04439 P20764 35.4242
P04439 P01834 38.5058
P04439 P01837 34.2686
P04439 P01843 41.5874
P04439 P01844 35.8094
P04439 P01845 33.8834
P04439 P01842 34.2686
P04439 P04220 41.2022
P04439 P01873 39.2762
P04439 P01871 42.3578
P04439 P01872 40.817
P04439 Q9BZM6 50.0618
P04439 Q9BZM5 49.2914
P04439 Q9BZM4 68.9366
P04439 Q8TD07 36.1946
P04439 P13591 31.187
P04439 P13592 31.187
P04439 Q92859 30.4166
P04439 P32507 31.9574
P04439 Q6H3X3 48.1358
P04439 P78324 46.9802
P04439 P97797 41.9726
P04439 O00241 41.9726
P04439 Q9P1W8 40.4318
P04439 P01852 33.113
P04439 P01851 31.9574
P04439 P01850 30.8018
P04439 Q9BX59 38.1206
P04439 Q8VD31 41.9726
P04439 P25311 192.586
P04439 Q64726 177.948
P13746 P30443 644.04
P13746 P01892 608.216
P13746 P04439 648.277
P13746 P13746 664.07
P13746 P30447 590.497
P13746 P05534 601.282
P13746 P18462 613.609
P13746 P30450 627.861
P13746 P30512 614.379
P13746 P16188 630.172
P13746 P16189 618.616
P13746 P10314 605.905
P13746 P16190 616.305
P13746 P30453 627.476
P13746 P30455 647.892
P13746 P30456 627.476
P13746 P30457 633.254
P13746 P01891 624.78
P13746 P10316 615.92
P13746 P30459 618.231
P13746 Q09160 611.298
P13746 P01889 568.54
P13746 P30460 561.607
P13746 P30461 555.058
P13746 P30462 566.229
P13746 P30464 561.607
P13746 P30466 555.058
P13746 P03989 574.318
P13746 P30685 557.37
P13746 P18463 559.681
P13746 Q95365 553.903
P13746 P30475 565.074
P13746 Q04826 566.229
P13746 P30479 552.747
P13746 P30480 571.237
P13746 P30481 553.903
P13746 P30483 547.74
P13746 P30484 570.466
P13746 P30485 563.148
P13746 P30486 555.058
P13746 P30487 544.273
P13746 P30488 551.977
P13746 P18464 548.51
P13746 P30490 550.051
P13746 P30491 549.666
P13746 P30492 563.533
P13746 P30493 563.918
P13746 P30495 563.918
P13746 P18465 576.63
P13746 P10319 557.755
P13746 Q29940 549.666
P13746 Q29836 568.54
P13746 Q31612 561.222
P13746 P30498 559.681
P13746 Q31610 575.859
P13746 Q29718 555.058
P13746 P30499 547.354
P13746 P30501 546.584
P13746 P04222 561.607
P13746 P30504 558.525
